rang,id,naslov,tip,st_epizod,leto,ogledi,ocena 
761,4886,InuYasha: Kuroi Tessaiga,Special,1,2008,22554,7.87
762,6862,K-On!: Live House!,Special,1,2010,91369,7.87
763,32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,2016,139338,7.87
764,19703,Kyousou Giga (TV),TV,10,2013,105604,7.87
765,19489,Little Witch Academia: Mahoujikake no Parade,Movie,1,2015,110283,7.87
766,34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,1,2017,14198,7.87
767,93,Mobile Suit Gundam SEED,TV,50,2002,118376,7.87
768,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,2016,173159,7.87
769,20159,Pokemon: The Origin,Special,4,2013,128085,7.87
770,6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,2010,54645,7.87
772,2104,Seto no Hanayome,TV,26,2007,215269,7.87
773,1375,Watashi no Ashinaga Ojisan,TV,40,1990,8219,7.87
774,7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,2009,28215,7.87
775,1818,Claymore,TV,26,2007,428796,7.86
776,25303,Haikyuu!!: Lev Genzan!,OVA,1,2015,48147,7.86
777,5835,Hanasakeru Seishounen,TV,39,2009,46731,7.86
778,7645,Heartcatch Precure!,TV,49,2010,17719,7.86
779,3604,Hidamari Sketch x 365,TV,13,2008,22935,7.86
780,10357,Jinrui wa Suitai Shimashita,TV,12,2012,126371,7.86
781,5680,K-On!,TV,13,2009,536704,7.86
782,8525,Kami nomi zo Shiru Sekai,TV,12,2010,388519,7.86
783,516,Keroro Gunsou,TV,358,2004,43443,7.86
784,1096,Kidou Keisatsu Patlabor 2 the Movie,Movie,1,1993,17458,7.86
785,18153,Kyoukai no Kanata,TV,12,2013,564134,7.86
786,6115,Lupin III vs. Detective Conan,Special,1,2009,20241,7.86
787,1910,Master Keaton OVA,OVA,15,1999,4798,7.86
788,32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,1,2016,20812,7.86
789,10119,Seitokai Yakuindomo OVA,OVA,8,2011,84764,7.86
790,36106,Shingeki no Kyojin: Lost Girls,OVA,3,2017,86007,7.86
791,24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,2015,83286,7.86
792,34902,Tsurezure Children,TV,12,2017,271907,7.86
793,1921,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,1984,8696,7.86
794,18245,White Album 2,TV,13,2013,141085,7.86
795,36904,Aggressive Retsuko (ONA),ONA,10,2018,37955,7.85
796,6024,Chi's Sweet Home: Atarashii Ouchi,TV,104,2009,20348,7.85
797,22265,Free!: Eternal Summer,TV,13,2014,214979,7.85
798,10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,1,2011,10711,7.85
799,20431,Hoozuki no Reitetsu,TV,13,2014,79576,7.85
800,34542,Inuyashiki,TV,11,2017,235691,7.85
801,16904,K: Missing Kings,Movie,1,2014,148814,7.85
802,20517,Little Busters!: EX,Special,8,2014,36153,7.85
803,10620,Mirai Nikki,TV,26,2011,1046400,7.85
804,80,Mobile Suit Gundam,TV,43,1979,71846,7.85
805,91,Mobile Suit Gundam Wing: Endless Waltz,OVA,3,1997,34399,7.85
806,31772,One Punch Man Specials,Special,6,2015,138359,7.85
807,795,Oniisama e...,TV,39,1991,18491,7.85
808,21339,Psycho-Pass Movie,Movie,1,2015,147178,7.85
809,8311,Tegamibachi Reverse,TV,25,2010,44775,7.85
810,1562,Yamato Nadeshiko Shichihenge♥,TV,25,2006,110491,7.85
811,2761,Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,1982,4486,7.84
812,12117,Detective Conan Movie 16: The Eleventh Striker,Movie,1,2012,22607,7.84
813,14735,Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,1,2013,20166,7.84
814,34430,Detective Conan Movie 21: The Crimson Love Letter,Movie,1,2017,11305,7.84
815,35798,Detective Conan Movie 22: Zero The Enforcer,Movie,1,2018,6996,7.84
816,13117,Hakuouki Movie 1: Kyoto Ranbu,Movie,1,2013,17735,7.84
817,106,Hana yori Dango,TV,51,1996,36987,7.84
818,4192,Hayate no Gotoku!!,TV,25,2009,82631,7.84
819,11237,Hidamari Sketch x SP,Special,2,2011,10034,7.84
820,1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,1,2005,37248,7.84
821,875,Mind Game,Movie,1,2004,45517,7.84
822,1092,Mobile Suit Gundam III: Encounters in Space,Movie,1,1982,16378,7.84
823,210,Ranma ½,TV,161,1989,144311,7.84
824,582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,48,1998,8338,7.84
825,33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV,12,2017,173841,7.84
826,29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,1,2015,5273,7.84
827,407,Tantei Gakuen Q,TV,45,2003,21831,7.84
828,21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,1,2014,6474,7.84
829,479,Ueki no Housoku,TV,51,2005,78488,7.84
830,30902,Yuru Yuri Nachuyachumi!+,Special,2,2015,32653,7.84
831,1961,Arashi no Yoru ni,Movie,1,2005,15071,7.83
832,1520,Black Jack,OVA,12,1993,20971,7.83
833,985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,1,1993,59901,7.83
834,8479,Hetalia World Series,ONA,48,2010,80025,7.83
835,15195,Hetalia: The Beautiful World,ONA,20,2013,47492,7.83
836,2828,Ie Naki Ko,TV,51,1977,6990,7.83
837,570,Jin-Rou,Movie,1,1999,91998,7.83
838,37965,Kaze ga Tsuyoku Fuiteiru,TV,23,2018,49567,7.83
839,32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,1,2016,13775,7.83
840,251,Kyou kara Maou!,TV,78,2004,72518,7.83
841,12917,Madang-Eul Naon Amtalg,Movie,1,2011,2188,7.83
842,90,Mobile Suit Gundam Wing,TV,49,1995,107753,7.82
843,31704,One Punch Man: Road to Hero,OVA,1,2015,158518,7.83
844,5530,Pandora Hearts,TV,25,2009,295723,7.83
845,1007,Ranma ½ OVA,OVA,6,1993,21042,7.83
846,154,Shaman King,TV,64,2001,228603,7.83
847,36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie,1,2018,26178,7.83
848,534,Slayers,TV,26,1995,94715,7.83
849,28677,Yamada-kun to 7-nin no Majo,TV,12,2015,354811,7.83
850,31783,Yowamushi Pedal: New Generation,TV,25,2017,40941,7.83
851,7193,Aoi Bungaku Series,TV,12,2009,126123,7.82
852,31733,Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,2016,28196,7.82
853,21405,Bokura wa Minna Kawai-sou,TV,12,2014,230536,7.82
854,28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,13,2015,628290,7.82
855,2508,Genshiken 2,TV,12,2007,64528,7.82
856,17273,Hetalia: The Beautiful World Specials,Special,4,2013,12363,7.82
857,37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,TV,13,2018,12929,7.82
858,3603,JoJo no Kimyou na Bouken: Phantom Blood,Movie,1,2007,18164,7.82
859,1887,Lucky☆Star,TV,24,2007,402901,7.82
860,13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,13,2012,35201,7.82
861,36038,Net-juu no Susume,TV,10,2017,220239,7.82
862,15959,Nurarihyon no Mago OVA,OVA,2,2012,16084,7.82
863,2582,Soukou Kihei Votoms,TV,52,1983,13339,7.82
864,6213,Toaru Kagaku no Railgun,TV,24,2009,317129,7.82
865,21995,Ao Haru Ride,TV,12,2014,365954,7.81
866,9919,Ao no Exorcist,TV,25,2011,934123,7.81
867,9074,Arakawa Under the Bridge x Bridge,TV,13,2010,107796,7.81
868,13535,Binbougami ga!,TV,13,2012,159037,7.81
869,28755,Boruto: Naruto the Movie,Movie,1,2015,188252,7.81
870,31478,Bungou Stray Dogs,TV,12,2016,391225,7.81
871,34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,1,2016,76895,7.81
872,2397,Digimon Adventure: Bokura no War Game!,Movie,1,2000,49152,7.81
873,33032,Drifters: Special Edition,OVA,1,2016,20507,7.81
874,30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1,2015,38001,7.81
875,31859,Hai to Gensou no Grimgar,TV,12,2016,377117,7.81
876,6904,Hellsing I: Digest for Freaks,OVA,1,2006,27159,7.81
877,35658,Kuroko no Basket: Last Game NG-shuu,Special,1,2017,6707,7.81
878,517,School Rumble Ichi Gakki Hoshuu,OVA,2,2005,46381,7.81
879,20847,Seitokai Yakuindomo*,TV,13,2014,147481,7.81
880,2451,Space Cobra,TV,31,1982,10851,7.81
881,1000,Uchuu Kaizoku Captain Herlock,TV,42,1978,21598,7.81
882,11737,Ao no Exorcist Movie,Movie,1,2012,155836,7.8
883,28249,Arslan Senki (TV),TV,25,2015,229194,7.8
884,37873,BanG Dream! Garupa☆Pico,TV,26,2018,5335,7.8
885,8514,Break Blade 2: Ketsubetsu no Michi,Movie,1,2010,51715,7.8
886,2994,Death Note: Rewrite,Special,2,2007,115978,7.8
887,37822,Douluo Dalu 2nd Season,OVA,2,2012,91504,7.8
890,21659,Kill la Kill Specials,Special,2,2014,119787,7.8
891,25015,Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,Movie,1,2015,72665,7.8
892,4454,Macross F: Close Encounter - Deculture Edition,Special,1,2007,10190,7.8
893,13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,2012,137718,7.8
894,18897,Nisekoi,TV,20,2014,557848,7.8
895,36796,Owarimonogatari 2nd Season Recaps,Special,2,2017,6662,7.8
896,1719,Rozen Maiden: Ouvertüre,Special,2,2006,50004,7.8
897,396,Seikai no Senki,TV,13,2000,23113,7.8
898,5074,Tetsuwan Birdy Decode:02,TV,12,2009,36948,7.8
899,31711,To LOVE-Ru Darkness 2nd Specials,Special,2,2016,47181,7.8
900,31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,1,2016,38075,7.79
901,10259,Da Yu Hai Tang,Movie,1,2016,18461,7.79
902,7305,Detective Conan Movie 10: Promo Special,Special,1,2015,16690,7.79
904,19115,Giovanni no Shima,Movie,1,2014,17198,7.79
905,644,Hachimitsu to Clover Specials,Special,2,2005,24200,7.79
906,8426,Hourou Musuko,TV,11,2011,77571,7.79
907,10460,Kimi to Boku.,TV,13,2011,114776,7.79
908,1462,Memories,Movie,3,1995,55105,7.79
909,1376,Ojamajo Doremi Na-i-sho,OVA,13,2004,5356,7.79
910,31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,1,2015,20083,7.79
911,2594,Piano no Mori,Movie,1,2007,40329,7.79
912,398,Seikai no Senki III,OVA,2,2005,13231,7.79
913,28069,Shigatsu wa Kimi no Uso: Moments,OVA,1,2015,63080,7.79
914,22101,Soredemo Sekai wa Utsukushii,TV,12,2014,161064,7.79
915,37370,The Perfect World,TV,12,2016,68444,7.79
917,22199,Akame ga Kill!,TV,24,2014,856440,7.78
918,33071,Bungou Stray Dogs: Hitori Ayumu,OVA,1,2017,41724,7.78
919,3841,Chi's Sweet Home,TV,104,2008,45227,7.78
920,951,Chibi Maruko-chan,TV,142,1990,6747,7.78
921,28669,Go! Princess Precure,TV,50,2015,8314,7.78
922,10350,Hakuouki Sekkaroku,OVA,6,2011,19286,7.78
923,6984,Hidamari Sketch x 365 Specials,Special,3,2009,12711,7.78
924,33446,Huyao Xiao Hongniang: Yue Hong,ONA,13,2016,7225,7.78
925,31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,22,2015,5996,7.78
926,2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1,2007,32966,7.78
927,3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373,1996,7465,7.78
928,15487,Kuroko no Basket NG-shuu,Special,9,2012,42007,7.78
929,474,Macross Plus,OVA,4,1994,29818,7.78
930,1211,Macross Plus Movie Edition,Movie,1,1995,10590,7.78
931,444,Maria-sama ga Miteru: Haru,TV,13,2004,18343,7.78
932,9510,Mitsudomoe Zouryouchuu!,TV,8,2011,32962,7.78
933,16239,One Piece: Episode of Luffy - Hand Island no Bouken,Special,1,2012,29953,7.78
934,28927,Owari no Seraph: Nagoya Kessen-hen,TV,12,2015,339470,7.78
935,21473,Persona 3 the Movie 2: Midsummer Knight's Dream,Movie,1,2014,45091,7.78
936,31592,Pokemon XY&amp;amp;Z,TV,47,2015,36903,7.78
937,1699,Romeo x Juliet,TV,24,2007,122749,7.78
938,19775,Sidonia no Kishi,TV,12,2014,162879,7.78
939,26,Texhnolyze,TV,22,2003,137035,7.78
940,12883,Tsuritama,TV,12,2012,115024,7.78
941,6956,Working!!,TV,13,2010,269813,7.78
942,37976,Zombieland Saga,TV,12,2018,139388,7.78
943,14941,AKB0048: Next Stage,TV,13,2013,27377,7.77
944,531,Bishoujo Senshi Sailor Moon R: The Movie,Movie,1,1993,41587,7.77
945,10092,Break Blade 6: Doukoku no Toride,Movie,1,2011,45177,7.77
946,233,Daa! Daa! Daa!,TV,78,2000,16003,7.77
947,10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,2011,2400,7.77
948,120,Fruits Basket,TV,26,2001,307789,7.77
949,1888,Ichigo Mashimaro OVA,OVA,3,2007,17550,7.77
950,32268,Koyomimonogatari,ONA,12,2016,108183,7.77
951,22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,Special,1,2014,28344,7.77
952,34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,1,2017,29532,7.77
953,8795,Panty &amp;amp; Stocking with Garterbelt,TV,13,2010,221814,7.77
954,290,Seikai no Monshou,TV,13,1999,34155,7.77
955,5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,OVA,4,2009,11371,7.77
956,8937,Toaru Majutsu no Index II,TV,24,2010,260837,7.77
957,32717,Aikatsu Stars!,TV,100,2016,9862,7.76
958,997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,1,1994,35727,7.76
959,4177,Bounen no Xamdou,ONA,26,2008,100471,7.76
960,978,Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,1998,8086,7.76
961,2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,2001,4021,7.76
962,9785,Detective Conan: Conan vs. Kid - Shark &amp;amp; Jewel,Movie,1,2005,4483,7.76
963,34855,Gabriel DropOut Specials,Special,2,2017,31771,7.76
964,74,Gakuen Alice,TV,26,2004,65725,7.76
965,18055,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13,2013,43475,7.76
966,2405,Hello! Lady Lynn,TV,36,1988,2384,7.76
967,10497,Hetalia World Series Specials,Special,4,2011,17948,7.76
968,27991,K: Return of Kings,TV,13,2015,183331,7.76
969,32491,Kanojo to Kanojo no Neko: Everything Flows,TV,4,2016,66534,7.76
970,2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,1988,5698,7.76
971,2963,Minami-ke,TV,13,2007,129477,7.76
972,15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,10,2013,336733,7.76
973,2547,Princess Sara,TV,46,1985,11045,7.76
974,18119,Servant x Service,TV,13,2013,126662,7.76
975,23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,2015,47532,7.76
976,9790,Sora no Otoshimono: Tokeijikake no Angeloid,Movie,1,2011,94034,7.76
977,182,Tenkuu no Escaflowne,TV,26,1996,105353,7.76
978,1293,Urusei Yatsura,TV,195,1981,38753,7.76
979,477,Aria The Animation,TV,13,2005,101780,7.75
980,740,Bishoujo Senshi Sailor Moon R,TV,43,1993,92525,7.75
981,150,Blood+,TV,50,2005,263606,7.75
982,60,Chrno Crusade,TV,24,2003,171941,7.75
983,33988,Demi-chan wa Kataritai,TV,12,2017,206361,7.75
984,7471,Detective Conan Movie 09: Promo Special,Special,1,2005,33298,7.75
986,32979,Flip Flappers,TV,13,2016,116247,7.75
987,35191,Free! Movie 2: Timeless Medley - Yakusoku,Movie,1,2017,14444,7.75
988,19671,Free!: FrFr - Short Movie,Special,7,2013,46499,7.75
989,123,Fushigi Yuugi,TV,52,1995,77265,7.75
990,18619,Girls &amp;amp; Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,2014,25894,7.75
991,36028,Golden Kamuy,TV,12,2018,92740,7.75
992,15451,High School DxD New,TV,12,2013,438847,7.75
993,4811,Ichigo Mashimaro Encore,OVA,2,2009,15022,7.75
994,34973,Love Live! Sunshine!! 2nd Season,TV,13,2017,52783,7.75
995,6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,4,2009,17874,7.75
996,14511,Minami-ke Tadaima,TV,13,2013,40411,7.75
997,12021,Poyopoyo Kansatsu Nikki,TV,52,2012,16389,7.75
998,1011,Ranma ½ Super,OVA,3,1995,12558,7.75
999,21843,Shingeki no Bahamut: Genesis,TV,12,2014,251717,7.75
1000,9441,Yume-iro Pâtissière SP Professional,TV,13,2010,26000,7.75
1001,6347,Baka to Test to Shoukanjuu,TV,13,2010,411955,7.74
1002,530,Bishoujo Senshi Sailor Moon,TV,46,1992,194566,7.74
1003,966,Crayon Shin-chan,Special,2,1981,11513,7.74
1005,8086,Densetsu no Yuusha no Densetsu,TV,24,2010,189909,7.74
1006,71,Full Metal Panic!,TV,24,2002,338103,7.74
1007,1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,2006,59396,7.74
1008,28539,Garo Movie: Divine Flame,Movie,1,2016,15707,7.74
1009,160,"Ima, Soko ni Iru Boku",TV,13,1999,81194,7.74
1010,450,InuYasha Movie 02: Kagami no Naka no Mugenjo,Movie,1,2002,66484,7.74
1011,228,Jigoku Shoujo,TV,26,2005,231064,7.74
1012,32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,2016,13122,7.74
1013,23385,Kyoukai no Kanata: Shinonome,Special,1,2014,66110,7.74
1014,87,Mobile Suit Gundam: Char's Counterattack,Movie,1,1988,25994,7.75
1015,30347,Nanatsu no Taizai OVA,OVA,2,2015,75533,7.74
1016,7592,Nurarihyon no Mago,TV,24,2010,172085,7.74
1017,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,2005,50471,7.74
1018,208,R.O.D OVA,OVA,3,2001,48904,7.74
1019,2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,1995,9818,7.74
1020,540,Tenchi Muyou! Ryououki 2nd Season,OVA,6,1994,19628,7.74
1021,31380,To LOVE-Ru Darkness 2nd OVA,OVA,3,2016,41258,7.74
1022,13851,To LOVE-Ru Darkness OVA,OVA,6,2012,81268,7.74
1023,9000,Toaru Hikuushi e no Tsuioku,Movie,1,2011,38985,7.74
1024,1002,Top wo Nerae 2! Diebuster,OVA,6,2004,52612,7.74
1025,9062,Angel Beats! Specials,Special,2,2010,181127,7.73
1026,11111,Another,TV,12,2012,832771,7.73
1027,9471,Baka to Test to Shoukanjuu: Matsuri,OVA,2,2011,89243,7.73
1028,24913,Bokura wa Minna Kawai-sou: Hajimete no,Special,1,2015,30171,7.73
1029,1690,Bokurano,TV,24,2007,107892,7.73
1030,6772,Break Blade 1: Kakusei no Toki,Movie,1,2010,68589,7.73
1031,33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,2016,136468,7.73
1032,2229,Dragon Quest: Dai no Daibouken (TV),TV,46,1991,12729,7.73
1033,226,Elfen Lied,TV,13,2004,891332,7.73
1034,9982,Fairy Tail OVA,OVA,5,2011,112827,7.73
1035,1281,Gakkou no Kaidan,TV,19,2000,71048,7.73
1036,3931,Initial D Battle Stage 2,OVA,1,2007,15766,7.73
1037,3713,Jigoku Shoujo Mitsuganae,TV,26,2008,75717,7.73
1038,255,Jungle wa Itsumo Hare nochi Guu Final,OVA,7,2003,8363,7.73
1039,2593,Kara no Kyoukai 1: Fukan Fuukei,Movie,1,2007,245743,7.73
1040,24439,Kekkai Sensen,TV,12,2015,411731,7.73
1041,1412,Lupin III,TV,23,1971,51718,7.73
1042,331,Mahoujin Guruguru,TV,45,1994,7085,7.73
1043,20785,Mahouka Koukou no Rettousei,TV,26,2014,480047,7.73
1044,709,Mujin Wakusei Survive,TV,52,2003,16785,7.73
1045,31953,New Game!,TV,12,2016,224541,7.73
1046,30296,Rakudai Kishi no Cavalry,TV,12,2015,380640,7.73
1047,1008,Ranma ½ Specials,OVA,2,1994,13618,7.73
1048,65,Rozen Maiden: Träumend,TV,12,2005,83791,7.73
1049,3515,Saint Seiya: Meiou Hades Elysion-hen,OVA,6,2008,25911,7.73
1050,33013,Super Lovers OVA,OVA,2,2017,14509,7.73
1051,539,Tenchi Muyou! Ryououki,OVA,6,1992,33200,7.73
1052,10717,Towa no Quon 6: Towa no Quon,Movie,1,2011,25284,7.73
1053,95,Turn A Gundam,TV,50,1999,27243,7.73
1054,856,Utawarerumono,TV,26,2006,117618,7.73
1055,33337,ACCA: 13-ku Kansatsu-ka,TV,12,2017,86259,7.72
1056,9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,3,2010,49756,7.72
1057,283,Akage no Anne,TV,50,1979,15004,7.72
1058,371,Cardcaptor Sakura Movie 1,Movie,1,1999,70260,7.72
1059,4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA,1,2008,28982,7.72
1060,2471,Doraemon (1979),TV,1787,1979,21976,7.72
1061,30694,Dragon Ball Super,TV,131,2015,290564,7.72
1062,30778,Fairy Tail Movie 2: Dragon Cry,Movie,1,2017,74070,7.72
1063,9065,Hakuouki Hekketsuroku,TV,10,2010,62493,7.72
1064,6927,Higashi no Eden: Air Communication,Movie,1,2009,24945,7.72
1065,488,Ichigo Mashimaro,TV,12,2005,58687,7.72
1066,13403,Inu x Boku SS Special,Special,1,2012,61271,7.72
1067,324,Kidou Keisatsu Patlabor: On Television,TV,47,1989,22170,7.72
1068,433,"Kumo no Mukou, Yakusoku no Basho",Movie,1,2004,142576,7.72
1069,1418,Lupin III: Episode 0 &amp;quot;First Contact&amp;quot;,Special,1,2002,6152,7.72
1070,7270,Mobile Suit Gundam 00 Special Edition,OVA,3,2009,8671,7.72
1071,323,Mousou Dairinin,TV,13,2004,199438,7.72
1072,2313,Muumindani no Suisei,Movie,1,1992,5667,7.72
1073,24135,Nobunaga Concerto,TV,10,2014,36668,7.72
1074,21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,10,2014,9470,7.72
1075,9930,Snow Halation,TV,12,2010,198444,7.72
1077,24151,Ao Haru Ride OVA,OVA,2,2014,70076,7.71
1078,8247,Bleach Movie 4: Jigoku-hen,Movie,1,2010,122858,7.71
1079,240,Genshiken,TV,12,2004,127684,7.71
1080,1813,Genshiken OVA,OVA,3,2006,40443,7.71
1081,10793,Guilty Crown,TV,22,2011,686860,7.71
1082,35806,Haikyuu!!: vs. &amp;quot;Akaten&amp;quot;,OVA,1,2016,15878,7.71
1083,6637,Higashi no Eden Movie II: Paradise Lost,Movie,1,2010,107128,7.71
1084,32869,Kuroko no Basket Movie 1: Winter Cup - Kage to Hikari,Movie,1,2016,15620,7.71
1085,10389,Momo e no Tegami,Movie,1,2011,47088,7.71
1086,10161,No.6,TV,11,2011,235845,7.71
1087,32729,Orange,TV,13,2016,317839,7.71
1088,37407,Penguin Highway,Movie,1,2018,10039,7.71
1089,17249,Pretty Rhythm: Rainbow Live,TV,51,2013,7097,7.71
1090,35240,Princess Principal,TV,12,2017,107367,7.71
1091,2787,Shakugan no Shana II (Second),TV,24,2007,229902,7.71
1092,34480,Shokugeki no Souma: Ni no Sara OVA,OVA,2,2017,70461,7.71
1093,25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA,2,2015,6464,7.71
1094,1279,Taiyou no Ko Esteban,TV,39,1982,7446,7.71
1095,6046,Tales of Vesperia: The First Strike,Movie,1,2009,37635,7.71
1096,6444,Tegamibachi,TV,25,2009,87977,7.71
1097,16011,Tokyo Ravens,TV,24,2013,266359,7.71
1098,2557,Trapp Ikka Monogatari,TV,40,1991,4252,7.71
1099,2213,Black Jack (TV),TV,61,2004,21223,7.7
1100,110,Chuuka Ichiban!,TV,52,1997,11191,7.7
1101,7303,Detective Conan: Black History,Special,1,2007,4999,7.7
1102,986,Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,Special,1,1990,62027,7.7
1103,32915,Durarara!!x2 Ketsu: Dufufufu!!,Special,1,2016,28261,7.7
1104,36704,Free!: Dive to the Future,TV,12,2018,49602,7.7
1105,4725,Ga-Rei: Zero,TV,12,2008,178745,7.7
1106,9760,Hoshi wo Ou Kodomo,Movie,1,2011,120352,7.7
1107,10935,Hourou Musuko Specials,Special,2,2011,6476,7.7
1108,36545,Huyao Xiao Hongniang: Qian Yan,ONA,15,2017,3042,7.7
1109,33089,Kemono Friends,TV,12,2017,51557,7.7
1110,1915,Mahou Shoujo Lyrical Nanoha StrikerS,TV,26,2007,41828,7.7
1111,2985,Majin Tantei Nougami Neuro,TV,25,2007,51946,7.7
1112,18849,Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,Special,1,2013,21877,7.7
1113,14407,Persona 3 the Movie 1: Spring of Birth,Movie,1,2013,67895,7.7
1114,9745,Sengoku Basara Movie: The Last Party,Movie,1,2011,22279,7.7
1115,5507,Senjou no Valkyria,TV,26,2009,99357,7.7
1116,30549,Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,13,2015,9823,7.7
1117,3470,Special A,TV,24,2008,229587,7.7
1118,25729,Tamayura: Sotsugyou Shashin Part 1 - Kizashi,Movie,1,2015,6626,7.7
1119,10278,The iDOLM@STER,TV,25,2011,108511,7.7
1120,2558,Wakakusa Monogatari: Nan to Jo-sensei,TV,40,1993,3732,7.7
1121,32977,Aggressive Retsuko,TV,100,2016,26971,7.69
1122,15197,Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu,Movie,1,2013,86547,7.69
1123,20031,D-Frag!,TV,12,2014,237239,7.69
1124,37176,Doupo Cangqiong 2nd Season,ONA,12,2018,1316,7.69
1125,13629,Furiko,Special,1,2012,13054,7.69
1126,132,GetBackers,TV,49,2002,89700,7.69
1127,35006,Happy Party Train,Movie,1,2010,4387,7.69
1129,10471,Ie Naki Ko Remy Specials,Special,3,1997,1276,7.69
1130,10790,Kore wa Zombie Desu ka? of the Dead,TV,10,2012,252437,7.69
1131,19669,Kuroko no Basket: Baka ja Katenai no yo!,OVA,1,2013,35721,7.69
1132,584,Noein: Mou Hitori no Kimi e,TV,24,2005,68013,7.69
1133,36990,Non Non Biyori Movie: Vacation,Movie,1,2018,16730,7.69
1134,462,One Piece Movie 4: Dead End no Bouken,Movie,1,2003,53097,7.69
1135,34161,Overlord Movie 1: Fushisha no Ou,Movie,1,2017,37498,7.69
1136,24543,Persona 3 the Movie 3: Falling Down,Movie,1,2015,36071,7.69
1137,38528,Quanzhi Fashi 3rd Season,ONA,12,2018,7255,7.69
1138,35503,Shoujo☆Kageki Revue Starlight,TV,12,2018,30424,7.69
1139,14227,Tonari no Kaibutsu-kun,TV,13,2012,519751,7.69
1140,10715,Towa no Quon 4: Guren no Shoushin,Movie,1,2011,24741,7.69
