rang,id,naslov,tip,st_epizod,leto,ogledi,ocena
399,32122,Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,Special,1,2,15859,8.1
400,14713,Kamisama Hajimemashita,TV,13,2,288576,8.1
401,302,Mirai Shounen Conan,TV,26,1,24441,8.1
402,30015,ReLIFE,TV,13,2,444204,8.1
403,36474,Sword Art Online: Alicization,TV,13,2,136706,8.1
405,32615,Youjo Senki,TV,12,2,301032,8.1
406,31173,Akagami no Shirayuki-hime 2nd Season,TV,12,2,153489,8.1
407,889,Black Lagoon,TV,12,2,484355,8.1
408,4901,Black Lagoon: Roberta's Blood Trail,OVA,5,2,149225,8.1
409,9963,Detective Conan Movie 15: Quarter of Silence,Movie,1,2,25414,8.1
410,589,Ginga Nagareboshi Gin,TV,21,1,15305,8.1
411,2951,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,Special,1,2,36676,8.1
412,16,Hachimitsu to Clover,TV,24,2,170726,8.1
413,17739,Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA,2,2,8264,8.1
414,4814,Junjou Romantica 2,TV,12,2,113506,8.1
415,153,Juuni Kokuki,TV,45,2,88108,8.1
416,6045,Kimi ni Todoke,TV,25,2,448492,8.1
417,36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,Movie,1,2,17364,8.1
418,31490,One Piece Film: Gold,Movie,1,2,65897,8.1
419,7720,Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,2,28753,8.1
420,8063,Sekaiichi Hatsukoi OVA,OVA,2,2,46323,8.1
421,21469,Stand By Me Doraemon,Movie,1,2,11994,8.1
422,15039,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,2,145345,8.1
423,4789,ef: A Tale of Melodies.,TV,12,2,126866,8.1
424,2004,Hanada Shounen-shi,TV,25,2,8807,8.1
425,21877,High Score Girl,TV,12,2,43733,8.1
426,9656,Kimi ni Todoke 2nd Season,TV,12,2,239646,8.1
427,16001,Kokoro Connect: Michi Random,Special,4,2,153861,8.1
428,851,Kyou kara Ore wa!!,OVA,10,1,13830,8.1
429,31741,Magi: Sinbad no Bouken (TV),TV,13,2,182076,8.1
430,5029,Major Movie: Yuujou no Winning Shot,Movie,1,2,13413,8.1
431,1943,Paprika,Movie,1,2,251267,8.1
432,535,Slayers Next,TV,26,1,49372,8.1
433,16049,Toaru Kagaku no Railgun S,TV,24,2,196129,8.1
434,1065,Touch,TV,101,1,18740,8.1
435,1471,City Hunter 2,TV,63,1,12172,8.1
436,23199,Durarara!!x2 Shou,TV,12,2,282014,8.1
437,26213,Free!: Eternal Summer - Kindan no All Hard!,Special,1,2,55182,8.1
438,6421,Fullmetal Alchemist: Brotherhood Specials,Special,4,2,94527,8.1
439,33970,Girls &amp;amp; Panzer: Saishuushou Part 1,Movie,1,2,16572,8.1
440,2076,Kindaichi Shounen no Jikenbo,TV,148,1,14041,8.1
441,33489,Little Witch Academia (TV),TV,25,2,274962,8.1
442,8740,One Piece Film: Strong World Episode 0,OVA,1,2,48110,8.1
443,846,School Rumble Ni Gakki,TV,26,2,113099,8.1
444,4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,OVA,7,2,26331,8.1
445,14813,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,2,575233,8.1
446,18179,Yowamushi Pedal,TV,38,2,133932,8.1
447,14075,Zetsuen no Tempest,TV,24,2,368766,8.1
448,4772,Aria The Origination: Sono Choppiri Himitsu no Basho ni...,Special,1,2,14868,8.0
449,22043,Fairy Tail (2014),TV,102,2,447233,8.0
450,2448,Ghost in the Shell: Stand Alone Complex 2nd GIG - Individual Eleven,Special,1,2,21644,8.0
451,37989,Golden Kamuy 2nd Season,TV,12,2,35683,8.0
452,35111,Haikyuu!! Movie 4: Concept no Tatakai,Movie,1,2,12034,8.0
453,1530,Kanon (2006),TV,24,2,197410,8.0
454,24997,Love Live! The School Idol Movie,Movie,1,2,71220,8.0
455,81,Mobile Suit Gundam: The 08th MS Team,OVA,12,1,47605,8.0
456,10049,Nurarihyon no Mago: Sennen Makyou,TV,24,2,104507,8.0
457,31149,Persona 3 the Movie 4: Winter of Rebirth,Movie,1,2,31503,8.0
458,5682,Phantom: Requiem for the Phantom,TV,26,2,214415,8.0
459,33926,Quanzhi Gaoshou,ONA,12,2,168725,8.0
460,21647,Tamako Love Story,Movie,1,2,138229,8.0
461,1023,Wolf's Rain OVA,OVA,4,2,45940,8.0
462,35382,Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special,1,2,27847,8.0
463,2563,Aria The OVA: Arietta,OVA,1,2,25618,8.0
464,4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special,1,2,203422,8.0
465,27831,Durarara!!x2 Ten,TV,12,2,214348,8.0
466,3665,Ginga Eiyuu Densetsu Gaiden (1999),OVA,28,1,11313,8.0
467,934,Higurashi no Naku Koro ni,TV,26,2,479592,8.0
468,14807,Kara no Kyoukai: Mirai Fukuin,Movie,1,2,61314,8.0
469,17265,Log Horizon,TV,25,2,603137,8.0
470,36563,Megalo Box,TV,13,2,178640,8.0
471,30885,Noragami Aragoto OVA,OVA,2,2,116862,8.0
472,9204,Omae Umasou da na,Movie,1,2,9895,8.0
473,29803,Overlord,TV,13,2,574494,8.0
474,20815,Sekaiichi Hatsukoi: Valentine-hen,Movie,1,2,21616,8.0
475,29893,Aria The Avvenire,Special,3,2,15014,8.0
476,2952,Final Fantasy VII: Advent Children Complete,OVA,1,2,96399,8.0
477,227,FLCL,OVA,6,2,444598,8.0
478,4672,Ghost in the Shell 2.0,Movie,1,2,67991,8.0
479,21855,Hanamonogatari,TV,5,2,211890,8.0
480,25649,Junjou Romantica 3,TV,12,2,63022,8.0
481,861,xxxHOLiC,TV,24,2,195398,8.0
482,35320,Cardcaptor Sakura: Clear Card-hen Prologue - Sakura to Futatsu no Kuma,OVA,1,2,23170,8.0
483,3907,Ginga Sengoku Gunyuuden Rai,TV,52,1,8113,8.0
484,33899,IDOLiSH7,TV,17,2,17258,8.0
485,18661,Kamisama Hajimemashita OVA,OVA,2,2,60306,8.0
486,11739,Kimi to Boku. 2,TV,13,2,57717,8.0
487,28297,Ore Monogatari!!,TV,24,2,322030,8.0
488,401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA,2,2,59612,8.0
489,35968,Wotaku ni Koi wa Muzukashii,TV,11,2,211274,8.0
490,34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,1,2,36843,8.0
491,122,Full Moon wo Sagashite,TV,52,2,74346,8.0
492,645,Hikaru no Go: Kita Hokutohai e no Michi,Special,1,2,17154,8.0
493,9996,Hyouge Mono,TV,39,2,16164,8.0
494,10080,Kami nomi zo Shiru Sekai II,TV,12,2,257093,8.0
495,7711,Karigurashi no Arrietty,Movie,1,2,147880,8.0
496,34451,Kekkai Sensen &amp;amp; Beyond,TV,12,2,177314,8.0
497,5678,Kobato.,TV,24,2,112836,8.0
498,77,Mahou Shoujo Lyrical Nanoha A's,TV,13,2,49680,8.0
499,36215,One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Special,1,2,10726,8.0
500,2159,Ookiku Furikabutte,TV,25,2,64078,8.0
501,2154,Tekkon Kinkreet,Movie,1,2,65608,8.0
502,12113,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie,1,2,106687,8.0
503,7338,Darker than Black: Kuro no Keiyakusha Gaiden,Special,4,2,178590,8.0
504,2924,ef: A Tale of Memories.,TV,12,2,188660,8.0
505,15,Eyeshield 21,TV,145,2,113702,8.0
506,6702,Fairy Tail,TV,175,2,885854,8.0
507,268,Golden Boy,OVA,6,1,169500,8.0
508,29755,Haikyuu!! Movie 1: Owari to Hajimari,Movie,1,2,25558,8.0
509,2762,Igano Kabamaru,TV,24,1,6896,8.0
510,1089,Macross: Do You Remember Love?,Movie,1,1,27441,8.0
511,15689,Nekomonogatari: Kuro,TV,4,2,280689,8.0
512,25161,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Special,1,2,46149,8.0
513,9926,Sekaiichi Hatsukoi,TV,12,2,129101,8.0
514,16395,SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA,1,2,15342,8.0
515,995,Tennis no Ouji-sama: Zenkoku Taikai-hen,OVA,13,2,31590,8.0
516,2752,Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,OVA,6,2,26416,8.0
517,9941,Tiger &amp;amp; Bunny,TV,25,2,147693,8.0
518,4106,Trigun: Badlands Rumble,Movie,1,2,88954,8.0
519,11113,Usagi Drop Specials,Special,4,2,48572,8.0
520,31098,Ushio to Tora (TV) 2nd Season,TV,13,2,73613,8.0
521,36160,Yaoguai Mingdan 2nd Season,ONA,21,2,3274,8.0
522,66,Azumanga Daioh,TV,26,2,213785,8.0
523,6438,Detective Conan OVA 09: The Stranger in 10 Years...,OVA,1,2,13292,8.0
524,31339,Drifters,TV,12,2,269521,8.0
525,29093,Grisaia no Meikyuu: Caprice no Mayu 0,Special,1,2,119852,8.0
526,427,Kaleido Star,TV,51,2,54917,8.0
527,416,Kurenai no Buta,Movie,1,1,108368,8.0
528,6774,Kuuchuu Buranko,TV,11,2,57872,8.0
529,957,Saiunkoku Monogatari,TV,39,2,64803,8.0
530,2150,Tanoshii Muumin Ikka,TV,78,1,11028,8.0
531,6586,Yume-iro Pâtissière,TV,50,2,48042,8.0
532,9513,Beelzebub,TV,60,2,327707,8.0
533,73,Full Metal Panic! The Second Raid,TV,13,2,194646,8.0
534,29095,Grisaia no Rakuen,TV,10,2,202375,8.0
535,387,Haibane Renmei,TV,13,2,162333,8.0
536,27989,Hibike! Euphonium,TV,13,2,223520,8.0
537,30415,High☆Speed!: Free! Starting Days,Movie,1,2,43617,8.0
538,2829,Ie Naki Ko Remy,TV,23,1,10448,8.0
539,1594,Jigoku Shoujo Futakomori,TV,26,2,106017,8.0
540,13767,Junjou Romantica OVA,OVA,2,2,32620,8.0
541,1088,Macross,TV,36,1,62956,8.0
542,10721,Mawaru Penguindrum,TV,24,2,201891,8.0
543,31251,Mobile Suit Gundam: Iron-Blooded Orphans,TV,25,2,110580,8.0
544,11813,Shijou Saikyou no Deshi Kenichi OVA,OVA,11,2,35338,8.0
545,3588,Soul Eater,TV,51,2,849334,8.0
546,2618,Takarajima,TV,26,1,9339,8.0
547,32093,Tanaka-kun wa Itsumo Kedaruge,TV,12,2,187226,8.0
548,6505,There She Is!!,ONA,5,2,17637,8.0
549,793,xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie,1,2,48512,8.0
550,30279,Yuru Yuri San☆Hai!,TV,12,2,72595,8.0
551,24921,Aoki Hagane no Arpeggio: Ars Nova Cadenza,Movie,1,2,20614,8.0
552,3014,Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie,1,1,21862,8.0
553,7222,Macross F Movie 2: Sayonara no Tsubasa,Movie,1,2,20861,8.0
554,27775,Plastic Memories,TV,13,2,387596,8.0
555,24,School Rumble,TV,26,2,225155,8.0
556,31765,Sword Art Online Movie: Ordinal Scale,Movie,1,2,278427,8.0
557,6582,Tentai Senshi Sunred 2nd Season,TV,26,2,5795,8.0
558,33064,Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OVA,26,2,10875,8.0
559,28,Yakitate!! Japan,TV,69,2,65404,8.0
560,22961,Date A Live II: Kurumi Star Festival,OVA,1,2,82090,8.0
561,14353,Death Billiards,Movie,1,2,142482,8.0
562,30364,Haikyuu!! Movie 2: Shousha to Haisha,Movie,1,2,21765,8.0
563,9289,Hanasaku Iroha,TV,26,2,207767,8.0
564,5781,Isekai no Seikishi Monogatari,OVA,13,2,113426,8.0
565,13331,Jormungand: Perfect Order,TV,12,2,114947,8.0
566,16916,Kuroko no Basket: Tip Off,Special,1,2,57427,8.0
567,18429,Lupin III vs. Detective Conan: The Movie,Movie,1,2,15710,8.0
568,17549,Non Non Biyori,TV,12,2,209230,8.0
569,339,Serial Experiments Lain,TV,13,1,318498,8.0
570,12815,Shirokuma Cafe,TV,50,2,59987,8.0
571,22,Tennis no Ouji-sama,TV,178,2,112794,8.0
572,2158,Terra e... (TV),TV,24,2,45377,8.0
573,996,Bishoujo Senshi Sailor Moon: Sailor Stars,TV,34,1,66194,7.9
574,1470,City Hunter,TV,51,1,31593,7.9
575,780,Detective Conan Movie 02: The Fourteenth Target,Movie,1,1,36273,7.9
576,8408,Durarara!! Specials,Special,2,2,125554,7.9
577,2623,Flanders no Inu (Movie),Movie,1,1,12727,7.9
578,30745,Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,Movie,1,2,24738,7.9
579,85,Mobile Suit Zeta Gundam,TV,50,1,40330,7.9
580,114,Sakigake!! Cromartie Koukou,TV,26,2,90270,7.9
581,22319,Tokyo Ghoul,TV,12,2,1123638,7.9
582,658,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV,26,2,64779,7.9
583,37786,Yagate Kimi ni Naru,TV,13,2,66668,7.9
584,36214,Asagao to Kase-san.,OVA,1,2,19863,7.9
585,790,Ergo Proxy,TV,23,2,365542,7.9
586,11135,Hybrid Child,OVA,4,2,42043,7.9
587,4280,Kara no Kyoukai 4: Garan no Dou,Movie,1,2,135334,7.9
588,4985,Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie,1,2,24331,7.9
589,2143,Saiyuuki Reload: Burial,OVA,3,2,9336,7.9
590,3228,Zoku Sayonara Zetsubou Sensei,TV,13,2,91122,7.9
591,10029,Coquelicot-zaka kara,Movie,1,2,76278,7.9
592,35120,Devilman: Crybaby,ONA,10,2,241827,7.9
593,2035,Eikoku Koi Monogatari Emma: Molders-hen,TV,12,2,15967,7.9
594,429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,2,10839,7.9
595,4898,Kuroshitsuji,TV,24,2,601819,7.9
596,3572,Macross F,TV,25,2,113129,7.9
597,22097,Magi: Sinbad no Bouken,OVA,5,2,74908,7.9
598,35073,Overlord II,TV,13,2,316683,7.9
599,33190,Planetarian: Hoshi no Hito,Movie,1,2,23258,7.9
600,2605,Sayonara Zetsubou Sensei,TV,12,2,225155,7.9
601,26123,Seitokai Yakuindomo* OVA,OVA,9,2,44141,7.9
602,4163,Seto no Hanayome OVA,OVA,2,2,38845,7.9
603,849,Suzumiya Haruhi no Yuuutsu,TV,14,2,576599,7.9
604,1485,Akachan to Boku,TV,35,1,12094,7.9
605,34944,Bungou Stray Dogs: Dead Apple,Movie,1,2,41740,7.9
606,10012,Carnival Phantasm,OVA,12,2,108458,7.9
607,8142,Colorful (Movie),Movie,1,2,97136,7.9
608,7304,Detective Conan Movie 08: Time Travel of the Silver Sky,Movie,1,2,10800,7.9
609,37150,Douluo Dalu,ONA,26,2,4235,7.9
610,15809,Hataraku Maou-sama!,TV,13,2,690113,7.9
611,187,Initial D Third Stage,Movie,1,2,69396,7.9
612,3092,Junjou Romantica,TV,12,2,153801,7.9
613,19111,Love Live! School Idol Project 2nd Season,TV,13,2,150865,7.9
614,8310,Magic Kaito,Special,12,2,40519,7.9
615,31973,Mobile Suit Gundam Thunderbolt,ONA,4,2,28406,7.9
616,9088,Saiyuuki Gaiden,OVA,3,2,9006,7.9
617,34504,Seitokai Yakuindomo Movie,Movie,1,2,22980,7.9
618,6377,Zan Sayonara Zetsubou Sensei,TV,13,2,70039,7.9
619,6351,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",Special,1,2,174786,7.9
620,779,Detective Conan Movie 01: The Timed Skyscraper,Movie,1,1,39943,7.9
621,13119,Hakuouki Movie 2: Shikon Soukyuu,Movie,1,2,13900,7.9
622,14175,Hanasaku Iroha: Home Sweet Home,Movie,1,2,51746,7.9
623,7062,Hidamari Sketch x ☆☆☆,TV,12,2,19289,7.9
624,11239,Hidamari Sketch x Honeycomb,TV,12,2,15811,7.9
625,27947,Lupin III (2015),TV,24,2,32542,7.9
626,25517,Magic Kaito 1412,TV,24,2,66374,7.9
627,1729,Maria-sama ga Miteru 3rd,OVA,5,2,15091,7.9
628,6007,Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA,1,2,108575,7.9
629,1254,Saint Seiya,TV,114,1,103808,7.9
630,400,Seihou Bukyou Outlaw Star,TV,24,1,100916,7.9
631,17949,The Everlasting Guilty Crown,TV,13,2,167215,7.9
633,1366,Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie,1,2,30062,7.9
634,35198,Free!: Take Your Marks,Movie,1,2,23343,7.9
635,967,Hokuto no Ken,TV,109,1,67724,7.9
636,24471,Hoozuki no Reitetsu OVA,OVA,4,2,10925,7.9
637,1695,Les Misérables: Shoujo Cosette,TV,52,2,14220,7.9
638,14349,Little Witch Academia,Movie,1,2,199243,7.9
639,34745,Mahoujin Guruguru (2017),TV,24,2,21540,7.9
640,17909,Uchouten Kazoku,TV,13,2,109235,7.9
641,23225,Yuru Yuri Nachuyachumi!,OVA,1,2,44818,7.9
642,21185,Baby Steps,TV,25,2,90373,7.9
643,9465,Break Blade 4: Sanka no Chi,Movie,1,2,48151,7.9
644,2890,Gake no Ue no Ponyo,Movie,1,2,217886,7.9
645,29787,Gochuumon wa Usagi Desu ka??,TV,12,2,68240,7.9
646,267,Gungrave,TV,26,2,125114,7.9
647,5630,Higashi no Eden,TV,11,2,365739,7.9
648,3782,Kara no Kyoukai 2: Satsujin Kousatsu (Zen),Movie,1,2,149930,7.9
649,11887,Kokoro Connect,TV,13,2,434389,7.9
650,569,Musekinin Kanchou Tylor,TV,26,1,28485,7.9
651,597,Neko no Ongaeshi,Movie,1,2,128142,7.9
652,15771,Saint☆Oniisan (Movie),Movie,1,2,48893,7.9
653,12445,Tasogare Otome x Amnesia,TV,12,2,241470,7.9
654,949,Top wo Nerae! Gunbuster,OVA,6,1,75387,7.9
655,35507,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,12,2,258929,7.9
656,1689,Byousoku 5 Centimeter,Movie,3,2,492141,7.9
657,33354,Cardcaptor Sakura: Clear Card-hen,TV,22,2,66518,7.9
658,1472,City Hunter 3,TV,13,1,9757,7.9
659,12893,Danshi Koukousei no Nichijou Specials,Special,6,2,73799,7.9
660,1505,Detective Conan Movie 09: Strategy Above the Depths,Movie,1,2,28371,7.9
661,4447,Detective Conan Movie 12: Full Score of Fear,Movie,1,2,26927,7.9
662,2321,Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,OVA,7,1,16605,7.9
663,12413,Jormungand,TV,12,2,198392,7.9
664,253,Jungle wa Itsumo Hare nochi Guu,TV,26,2,25886,7.9
665,4080,Kyou kara Maou! 3rd Series,TV,39,2,23649,7.9
666,33221,Mobile Suit Gundam Thunderbolt: December Sky,Movie,1,2,9232,7.9
667,12017,Tiger &amp;amp; Bunny Movie 2: The Rising,Movie,1,2,18773,7.9
668,543,Vampire Hunter D (2000),Movie,1,2,94069,7.9
669,34375,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 2 - Tamashii,Movie,1,2,7793,7.9
670,890,Yuusha-Ou GaoGaiGar,TV,49,1,13179,7.9
671,30123,Akagami no Shirayuki-hime,TV,12,2,282938,7.9
672,532,Bishoujo Senshi Sailor Moon S,TV,38,1,85028,7.9
673,28999,Charlotte,TV,13,2,599120,7.9
674,6768,Code Geass: Hangyaku no Lelouch R2 Special Edition Zero Requiem,Special,1,2,31007,7.9
675,35222,Gakuen Babysitters,TV,12,2,68454,7.9
676,4872,Goku Sayonara Zetsubou Sensei,OVA,3,2,48205,7.9
677,35075,Hoozuki no Reitetsu 2nd Season,TV,13,2,24176,7.9
678,249,InuYasha,TV,167,2,398779,7.9
679,2273,Mobile Suit Gundam Wing: Endless Waltz Movie,Movie,1,1,42771,7.9
680,397,Seikai no Senki II,TV,10,2,16870,7.9
681,5005,Tentai Senshi Sunred,TV,26,2,16228,7.9
682,12403,Yuru Yuri♪♪,TV,12,2,117010,7.9
683,33350,Zhen Hun Jie,ONA,24,2,10238,7.9
684,8516,Baka to Test to Shoukanjuu Ni!,TV,13,2,249087,7.9
685,9724,Break Blade 5: Shisen no Hate,Movie,1,2,46294,7.9
686,388,Capeta,TV,52,2,14094,7.9
687,32551,Digimon Adventure tri. 3: Kokuhaku,Movie,1,2,44232,7.9
688,22777,Dragon Ball Kai (2014),TV,61,2,79229,7.9
689,27633,Gekkan Shoujo Nozaki-kun Specials,Special,6,2,77590,7.9
690,1571,Ghost Hunt,TV,25,2,159807,7.9
691,19319,Gundam Build Fighters,TV,25,2,45291,7.9
692,36963,IDOLiSH7 Vibrato,ONA,6,2,9919,7.9
694,35860,Karakai Jouzu no Takagi-san,TV,12,2,163741,7.9
695,35363,"Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",Special,1,2,65067,7.9
696,33263,Kubikiri Cycle: Aoiro Savant to Zaregototsukai,OVA,8,2,50504,7.9
697,23293,Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,1,2,12378,7.9
698,3750,Maria-sama ga Miteru 4th,TV,13,2,14603,7.9
699,28881,New Initial D Movie: Legend 2 - Tousou,Movie,1,2,10270,7.9
700,30952,New Initial D Movie: Legend 3 - Mugen,Movie,1,2,8899,7.9
701,8038,Nodame Cantabile Finale Special,Special,1,2,30322,7.9
702,1172,Slayers Try,TV,26,1,39753,7.9
703,2265,Transformers the Movie,Movie,1,1,9563,7.9
704,38435,Yao Shen Ji 3rd Season,ONA,40,2,1217,7.9
705,32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,ONA,8,2,25054,7.8
706,269,Bleach,TV,366,2,878666,7.8
707,32370,D.Gray-man Hallow,TV,13,2,117583,7.8
708,6033,Dragon Ball Kai,TV,97,2,174992,7.8
709,31637,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",TV,12,2,277592,7.8
710,1491,Ginga Tetsudou 999,TV,113,1,18429,7.8
711,9563,Hidamari Sketch x ☆☆☆ Specials,Special,2,2,10626,7.8
712,22673,Kuroko no Basket 2nd Season NG-shuu,Special,9,2,32141,7.8
713,30311,Kuroko no Basket 3rd Season NG-shuu,Special,9,2,20676,7.8
714,97,Last Exile,TV,26,2,128244,7.8
715,35946,Nanatsu no Taizai Movie: Tenkuu no Torawarebito,Movie,1,2,49707,7.8
716,20,Naruto,TV,220,2,1073428,7.9
717,34914,New Game!!,TV,12,2,129187,7.8
718,19613,New Initial D Movie: Legend 1 - Kakusei,Movie,1,2,14135,7.8
719,20767,Noragami OVA,OVA,2,2,171509,7.8
720,322,Paradise Kiss,TV,12,2,111775,7.8
721,30240,Prison School,TV,12,2,428180,7.8
722,1253,Saint Seiya: Meiou Hades Meikai-hen,OVA,12,2,29501,7.8
723,7724,Shiki,TV,22,2,350452,7.8
724,10083,Shiki Specials,Special,2,2,48431,7.8
725,11001,Toshokan Sensou: Kakumei no Tsubasa,Movie,1,2,14438,7.8
726,23249,Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune,Movie,1,2,8317,7.8
727,202,Wolf's Rain,TV,26,2,220223,7.8
728,32998,91 Days,TV,12,2,284393,7.8
729,8609,Detective Conan OVA 10: Kid in Trap Island,OVA,1,2,10865,7.8
730,468,Ghost in the Shell 2: Innocence,Movie,1,2,113112,7.8
731,33280,Gochuumon wa Usagi Desu ka??: Dear My Sister,Movie,1,2,15837,7.8
732,17895,Golden Time,TV,24,2,435225,7.8
733,9734,K-On!!: Keikaku!,Special,1,2,68338,7.8
734,4472,Lucky☆Star: Original na Visual to Animation,OVA,1,2,98898,7.8
735,1425,Lupin III: Part II,TV,155,1,16474,7.8
736,5310,Macross F Movie 1: Itsuwari no Utahime,Movie,1,2,23866,7.8
737,4087,Michiko to Hatchin,TV,22,2,110149,7.8
738,82,Mobile Suit Gundam 0080: War in the Pocket,OVA,6,1,32124,7.8
739,36286,Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,OVA,1,2,78204,7.8
740,6591,Rurouni Kenshin DVD-BOX Special Ending,Special,1,1,141748,7.8
742,5485,Shin Mazinger Shougeki! Z-hen,TV,26,2,10361,7.8
743,18397,Shingeki no Kyojin OVA,OVA,3,2,191761,7.8
744,20057,Space☆Dandy,TV,13,2,186309,7.8
745,29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,2,5032,7.8
746,16870,The Last: Naruto the Movie,Movie,1,2,177210,7.8
747,36125,Uchiage Hanabi,Movie,1,1,6225,7.8
749,33253,Ajin 2nd Season,TV,13,2,150191,7.8
750,10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,2,118144,7.8
751,9252,Break Blade 3: Kyoujin no Ato,Movie,1,2,49191,7.8
752,14741,Chuunibyou demo Koi ga Shitai!,TV,12,2,613328,7.8
753,1473,City Hunter '91,TV,13,1,9315,7.8
754,34439,Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,2,26989,7.8
755,552,Digimon Adventure,TV,54,1,247274,7.8
756,317,Final Fantasy VII: Advent Children,Movie,1,2,165745,7.8
757,28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,12,2,411730,7.8
758,1824,Hadashi no Gen,Movie,1,1,25299,7.8
759,37141,Hataraku Saibou,TV,13,2,178669,7.8
760,451,InuYasha Movie 03: Tenka Hadou no Ken,Movie,1,2,62743,7.8
761,4886,InuYasha: Kuroi Tessaiga,Special,1,2,22554,7.8
762,6862,K-On!: Live House!,Special,1,2,91369,7.8
763,32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,2,139338,7.8
764,19703,Kyousou Giga (TV),TV,10,2,105604,7.8
765,19489,Little Witch Academia: Mahoujikake no Parade,Movie,1,2,110283,7.8
766,34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,1,2,14198,7.8
767,93,Mobile Suit Gundam SEED,TV,50,2,118376,7.8
768,31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,2,173159,7.8
769,20159,Pokemon: The Origin,Special,4,2,128085,7.8
770,6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,1,54645,7.8
772,2104,Seto no Hanayome,TV,26,2,215269,7.8
773,1375,Watashi no Ashinaga Ojisan,TV,40,1,8219,7.8
774,7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,2,28215,7.8
775,1818,Claymore,TV,26,2,428796,7.8
776,25303,Haikyuu!!: Lev Genzan!,OVA,1,2,48147,7.8
777,5835,Hanasakeru Seishounen,TV,39,2,46731,7.8
778,7645,Heartcatch Precure!,TV,49,2,17719,7.8
779,3604,Hidamari Sketch x 365,TV,13,2,22935,7.8
780,10357,Jinrui wa Suitai Shimashita,TV,12,2,126371,7.8
781,5680,K-On!,TV,13,2,536704,7.8
782,8525,Kami nomi zo Shiru Sekai,TV,12,2,388519,7.8
783,516,Keroro Gunsou,TV,358,2,43443,7.8
784,1096,Kidou Keisatsu Patlabor 2 the Movie,Movie,1,1,17458,7.8
785,18153,Kyoukai no Kanata,TV,12,2,564134,7.8
786,6115,Lupin III vs. Detective Conan,Special,1,2,20241,7.8
787,1910,Master Keaton OVA,OVA,15,1,4798,7.8
788,32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,1,2,20812,7.8
789,10119,Seitokai Yakuindomo OVA,OVA,8,2,84764,7.8
790,36106,Shingeki no Kyojin: Lost Girls,OVA,3,2,86007,7.8
